81.676,72.0661,99.2102
44.5869,72.2172,6.17654
58.7448,10.8758,33.7823
77.5385,88.1519,91.5059
24.3745,4.81832,66.694
34.1788,50.8877,59.7968
29.0183,30.5794,68.8135
60.0448,55.4889,27.0209
88.1982,76.4426,79.7066
17.12,63.1935,25.8561
82.7463,45.4106,1.13902
81.7811,95.9902,6.26929
59.9249,60.7692,1.61503
45.9664,46.918,33.0721
33.8623,56.9043,18.6689
18.4426,72.4949,85.1363
81.4,87.4041,49.5356
23.0435,93.8377,57.0513
48.1928,17.6346,61.4509
98.5699,99.4427,62.441
42.4073,32.2559,86.4232
1.12986,43.375,26.4414
40.2358,29.5548,20.7917
0.327017,43.5576,91.557
82.134,23.6884,28.0056
82.5783,84.8436,16.5834
74.6245,45.4617,35.2529
49.0595,17.5002,76.4089
90.6356,39.2977,37.9976
18.4371,58.1327,57.2265
67.5934,67.3358,95.2409
22.6657,87.5825,66.6869
7.95672,5.81515,32.6914
12.2585,54.3902,24.6181
81.4108,47.025,40.5655
50.7178,68.9827,67.9054
24.034,0.571331,75.3901
16.0947,11.2379,46.8748
32.8753,88.4905,60.3422
6.55205,25.6479,29.5869
77.8164,51.3991,82.5596
32.7443,19.7046,99.9785
86.9686,43.0216,96.0195
20.4516,71.7582,55.3202
59.5121,34.9729,18.263
13.3104,21.004,11.5849
58.3195,13.0443,35.8127
69.3932,73.9737,97.1942
9.70905,79.0556,97.187
61.7908,2.53033,59.3635
10.3257,50.4615,20.0748
80.0744,45.8673,58.044
18.4962,60.8373,83.7639
29.5114,5.57351,70.9
58.9619,58.1174,38.8551
30.3784,51.7339,90.5718
23.8035,7.61998,95.1982
18.1537,18.9713,22.817
68.7761,88.9188,31.8016
46.1512,8.0548,94.9059
17.5541,97.5003,93.5571
82.001,83.6993,43.8019
55.9172,44.1747,88.8447
7.35413,79.4941,25.5338
37.754,56.1473,94.2659
21.5901,89.6481,10.6025
83.3493,75.843,49.3181
39.3725,79.5821,84.1736
76.2075,62.1735,62.8859
89.8646,75.5258,49.4921
67.0046,87.9946,4.98611
19.9491,72.9615,22.8014
71.3877,43.1309,14.2353
89.7328,31.8853,38.5156
71.7789,32.0287,93.6963
75.9614,76.8523,45.1157
13.8077,75.4134,13.0727
73.1889,98.6829,5.8293
11.4346,9.70012,5.53165
86.4493,53.9225,0.971699
42.7981,87.284,73.2185
41.9968,65.1805,28.0406
50.8463,74.5839,81.9315
77.0481,20.0036,95.658
47.9721,55.6524,61.3629
49.1548,71.4107,31.6731
6.68451,28.8529,10.1254
26.1416,39.3049,79.6431
69.9082,7.53963,90.719
96.4544,8.07893,95.4125
42.6307,23.18,31.6289
60.8574,27.4411,54.7274
97.7099,20.7615,27.1746
35.9448,13.3409,46.1029
73.9669,62.1092,36.6777
57.7513,48.9908,75.5084
72.0323,23.0503,84.5072
72.1791,78.9551,61.7739
63.5719,96.1456,63.3481
45.0528,18.1801,42.2515
83.4221,90.3938,28.9738
55.0856,43.9346,68.4179
29.6359,29.4701,3.70971
98.6613,0.347494,7.82398
69.0951,50.8446,74.5259
87.6825,97.575,44.5804
33.8447,12.0292,95.9152
49.0798,10.2837,76.0343
20.6509,82.0784,86.618
22.8552,80.1378,16.5744
92.9999,48.8126,30.3526
69.5986,12.9152,97.6285
78.5067,12.0773,78.2037
63.2586,81.9713,63.0703
71.1095,90.3801,47.2041
91.0413,23.9879,74.8803
31.7992,16.689,16.6691
59.6573,41.8509,9.52976
83.9774,40.5771,35.5668
88.3856,6.06323,60.7117
